,도로명전체주소,사업장명
1535449,"경기도 광명시 오리로994번길 1, 1층 (광명동)",하니비
1535450,"경기도 광명시 철산로 24 (철산동, 다인빌딩301호)",화이트캐슬
1535538,"경기도 광명시 광명로 928, 1층 (광명동)",두리아치킨광명점
1535539,"경기도 광명시 오리로619번길 13, 1층 (하안동)",시네
1535557,"경기도 광명시 오리로856번길 11 (철산동, 102호)",카페뉴욕치즈케익
1535563,경기도 광명시 광복로 53 (광명동),브라더양꼬치
1535564,"경기도 광명시 오리로403번길 6, 1-2층 (소하동)",충현갈비(소하2호점)
1535565,"경기도 광명시 오리로942번길 4-1, 1층 (광명동)",원조광명곱창구이전문점
1535566,"경기도 광명시 일직로 77, A동 201호 (일직동, 산타마리아)",장어사냥꾼광명점
1535567,"경기도 광명시 오리로964번길 16-1, 1층 (광명동)",소프트치킨
1535594,"경기도 광명시 도덕공원로 23 (철산동,서빈빌딩 101호)",굽네치킨철산점
1535595,"경기도 광명시 가림로 54-11, 105호 (하안동, 주공5단지 일반상가)",먹고가자
1535596,"경기도 광명시 광명로848번길 1 (광명동,1층)",행복한식당
1535617,"경기도 광명시 성채로50번길 33, 1층 (소하동)",소하2동점굽네치킨
1535738,"경기도 광명시 소하로109번길 6, 제1동 102호 (소하동, 여의도순복음큰사랑교회 )",하이파이브커피웍스
1535739,"경기도 광명시 오리로 346, 2층 201호 (소하동, 행운드림프라자)",소담갈비
1535753,"경기도 광명시 하안로 289 (하안동, b동 2층)",불닭발동대문엽기떡볶이(하안점)
1535754,"경기도 광명시 밤일로 56 (하안동, 1,2층)",라퓨엔테
1535755,"경기도 광명시 광남로 138 (옥길동, 1층)",신의주찹쌀순대
1535756,"경기도 광명시 철산로 12 (철산동, 지하1층 1,2호)",바다회시장앤스시가든
1535757,"경기도 광명시 광명로 841 (광명동, 1층제3호)",김밥천국
1535758,"경기도 광명시 시청로 57 (철산동, 1층101호)",호식이두마리치킨
1535776,"경기도 광명시 도덕공원로 17, 가동 108호 (철산동, 도덕파크타운상가)",케이엔씨숯불바베큐치킨호프
1535777,"경기도 광명시 오리로854번길 24, 2층 (철산동)",라인
1535778,"경기도 광명시 광명로 837, 에이동 1층 105호 (광명동)",장터추어탕
1535779,"경기도 광명시 광이로13번길 22-1, 1층 (광명동)",시골전집
1535780,"경기도 광명시 한내일로 37 (소하동, 1층 101호)",교동짬뽕
1535799,"경기도 광명시 밤일로 31, 2층 (하안동)",장어일번지
1535800,"경기도 광명시 도덕공원로 79 (철산동,지상1층)",다심
1535801,"경기도 광명시 광명로 965, 1층 (광명동)",본죽광명2동점
1535802,"경기도 광명시 광명로 837 (광명동,에이동101호)",땅끝회센타
1535803,"경기도 광명시 오리로985번길 12 (광명동,지상2층)",사거리포차
1535811,"경기도 광명시 범안로 1030, 101호 (하안동)",안안
1535812,"경기도 광명시 기아로 21, 2층 (소하동, 천일빌딩)",명성참숯불구이
1535838,"경기도 광명시 오리로 996, 1층 (광명동)",소문난만복네
1535867,"경기도 광명시 일직로 22, 211호, 212호 (일직동, 광명역효성해링턴타워더퍼스트)",스시이치고산
1535925,"경기도 광명시 범안로 1047 (하안동,우덕빌딩203호)",폭스
1535926,"경기도 광명시 소하로 88 (소하동,1층101호)",한솥
1535940,"경기도 광명시 기아로6번길 6 (소하동,지상1층)",통큰대포
1535949,"경기도 광명시 범안로 1040, 2층 204호 (하안동)",구름산두루치기삼겹살
1535988,"경기도 광명시 덕안로77번길 5, 1층 114호 (일직동, 지웰에스테이트)",비엘씨티디덕안
1535989,"경기도 광명시 일직로12번길 21, 303호 (일직동, SH&01프라자)",레어펍
1535990,"경기도 광명시 소하로92번길 11, 1층 106호 (소하동, 소하람2)",달팽이호프
1535998,"경기도 광명시 신기로17번길 3, 1층 107,110,111호 (일직동, 서원빌딩)",신의주찹살순대
1535999,"경기도 광명시 하안로 60, A동 205호 (소하동, 광명테크노파크)",45년의정부부대찌개광명본점
1536000,"경기도 광명시 일직로 17, 5층 (일직동)",풍원장광명점
1536001,"경기도 광명시 오리로976번길 38, 1층 (광명동)",광명비빔밥
1536002,"경기도 광명시 일직로 17, 5층 (일직동)",생어거스틴롯데프리미엄아울렛광명점
1536003,"경기도 광명시 일직로 17, 2동 5층 (일직동, 롯데프리미엄아울렛광명점)",미사리밀빛초계국수(광명점)
1536066,"경기도 광명시 하안로288번길 10, 신광빌딩 603호 일부호 (하안동)",집밥(ZIPBOB)
1536067,"경기도 광명시 소하로 86, 제일프라자 1층 102호 (소하동)",이가네양갈비양꼬치
1536068,"경기도 광명시 오리로 1025, 1층 (광명동)",다인
1536069,"경기도 광명시 광화로 14-13, 1층 (광명동)",정숙이네
1536070,"경기도 광명시 영우로26번길 13, 1층 (소하동)",공감축산물유통셀프정육식당
1536071,"경기도 광명시 일직로12번길 19, 동일센타시아 2층 203호 (일직동)",홍짜장
1536072,"경기도 광명시 덕안로77번길 5, 지웰에스테이트 2층 206호 (일직동)",광명본갈비
1536073,"경기도 광명시 오리로854번길 12, 세인트빌딩상가 2층 201호 (철산동)",백년회관서서갈비철산점
1536074,"경기도 광명시 오리로949번길 8-1, 세흥빌딩 1층 101호 (광명동)",우리포차
1536091,"경기도 광명시 일직로 17, 5층 (일직동, 롯데프리미엄아울렛)",대가연
1536092,"경기도 광명시 광명로 864, 1층 (광명동)",마산아구찜해물탕
1536093,"경기도 광명시 광명로941번길 3, 1층 일부호 (광명동)",태양
1536094,"경기도 광명시 오리로985번길 1 (광명동,지상1층)",광명사거리역새마을식당
1536095,"경기도 광명시 소하로 82 (소하동,한빛프라자 1층110호)",신김밥천국2019
1536096,"경기도 광명시 광덕산로 26 (하안동,두산위브트레지움단지내상가 1층 112호)",투데이치킨
1536097,"경기도 광명시 오리로 497, 1층 (소하동)",해가든전복
1536098,"경기도 광명시 시청로 148, 1층 (철산동)",토종순대
1536099,"경기도 광명시 충현로16번길 9, 1층 (소하동)",욜로치킨앤수제탕수육
1536100,"경기도 광명시 범안로 1059, 1층 101호 (하안동)",야키토리안안
1536101,"경기도 광명시 금하로 522, 1층 (소하동)",연안식당광명소하점
1536102,"경기도 광명시 광화로 14-4, 1층 (광명동)",만선수산
1536120,"경기도 광명시 기아로 6 (소하동,지상1층)",아이리스
1536121,"경기도 광명시 광명로 837 (광명동,새마을시장 B동 116호)",경란이네
1536188,"경기도 광명시 소하로92번길 6-9, 1층 104호 (소하동, 뉴골드프라자)",미스터빠삭광명소하점
1536189,"경기도 광명시 덕안로77번길 5, 1층 101호 (일직동, 지웰에스테이트)",네네치킨앤봉구스밥버거광명케이티엑스역점
1536190,"경기도 광명시 오리로856번길 23, 1층 (철산동)",소소한국물떡볶이
1536205,"경기도 광명시 일직로 17, 2동 5층 (일직동, 롯데프리미엄아울렛광명점)",군산오징어
1536209,"경기도 광명시 오리로 97, 1층 (일직동)",장작난로삼겹살앤오리
1536210,"경기도 광명시 범안로 1061, 1층 109호 (하안동, 삼전빌딩)",시골순대국
1536230,"경기도 광명시 하안로 60 (소하동, 광명테크노파크 c동 104호)",뮌헨호프
1536231,"경기도 광명시 밤일로 83 (노온사동, 1,2층)",가나안덕
1536232,"경기도 광명시 새터로 47, 1층 (광명동)",풍성한뽈살
1536237,"경기도 광명시 밤일안로14번길 1, 1~2층 (하안동)",아프리코
1536238,"경기도 광명시 오리로856번길 21, 2층 (철산동)",칠성포차
1536239,"경기도 광명시 일직로 22, 1층 102호 (일직동)",브로버거
1536240,"경기도 광명시 안현로 52, 105호 (하안동, 중앙상가)",맛좋은족발
1536279,"경기도 광명시 광명로 876, 1층 (광명동)",스시톡톡
1536280,"경기도 광명시 소하로76번길 7, 우심프라자 104호 (소하동)",88부대찌개
1536288,"경기도 광명시 광명로918번길 14-1, 1층 (광명동)",광명할머니빈대떡
1536289,"경기도 광명시 광화로 43 (광명동, 1,2층)",돈우네(광명점)
1536290,"경기도 광명시 하안로 60 (소하동, sk테크노파크 d동 201호)",바다마을
1536291,"경기도 광명시 소하로 77 (소하동, 골든프라자 201호~203호)",본가왕뼈감자탕소하점
1536342,"경기도 광명시 오리로 987, 1층 (광명동)",빽다방광명사거리역점
1536343,"경기도 광명시 하안로 60 (소하동, 광명sk테크노파크c동107호)",토종
1536344,"경기도 광명시 안재로14번길 16 (하안동, 지상1층1호)",일층호프
1536345,"경기도 광명시 광명로 877 (광명동, 한진상가 A-1105호)",구구족오늘도착한족발점
1536346,"경기도 광명시 소하로 78 (소하동, 신성프라자 204,205호)",포메인
1536385,"경기도 광명시 일직로 17, 5층 (일직동, 롯데프리미엄아울렛)",댓짱돈까스
1536386,"경기도 광명시 일직로 17, 5층 (일직동, 롯데프리미엄아울렛)",코코이찌방야(롯데아울렛 광명점)
1536387,"경기도 광명시 일직로 77, A동 101호 (일직동, 산타마리아 )",옥탑방삼겹살갈통삼
1536388,"경기도 광명시 오리로949번길 6-1, 1층 (광명동)",불난닭발
1536389,"경기도 광명시 오리로 925, 1층 (광명동)",나루터
1536390,"경기도 광명시 밤일안로 1, 2층 (하안동)",돈까스인생
1536391,"경기도 광명시 밤일안로 1, 3층 (하안동)",인생식당
1536393,"경기도 광명시 광명로848번길 17, 1층 (광명동)",광명복집
1536394,"경기도 광명시 소하로 161 (소하동,휴먼시아 나상가 101, 102, 103호)",소하1동점 굽네치킨
1536395,"경기도 광명시 광이로13번길 21-5 (광명동,지상1층)",전주식당
1536416,"경기도 광명시 광이로 3-5 (광명동, 1층)",광명서서갈비
1536480,"경기도 광명시 범안로 1035, 송화빌딩 109호 (하안동)",송화전집
1536481,"경기도 광명시 광명로 929-1, 1층 (광명동)",본스치킨광명사거리역점
1536482,"경기도 광명시 광명역로 26, 제상가동 201호 (일직동, 광명역파크자이)",본속초닭강정
1536528,"경기도 광명시 자경로 191-6, 1층 (소하동)",산들애
1536529,경기도 광명시 밤일로 7 (하안동),김명태굴국밥솥밥
1536530,"경기도 광명시 기아로 56, 1층 (소하동)",돼지집
1536531,"경기도 광명시 성채안로 42, 1층 (소하동)",산들해
1536549,"경기도 광명시 하안로 293-10, 정산빌딩 1층 101호 (하안동)",속초오징어어시장
1536579,"경기도 광명시 소하로109번길 13-8 (소하동, 102호)",찌개마을
1536580,"경기도 광명시 시청로 71-1, 1층 (철산동)",탄
1536581,"경기도 광명시 디지털로33번길 23 (철산동, 제1층 104호 105호)",라무진
1536582,"경기도 광명시 성채안로 40, 1층 (소하동)",명동찌개마을소하점
1536604,"경기도 광명시 신촌북로 3, 1층 (소하동)",돌담국수
1536605,"경기도 광명시 광명로917번길 4, 1층 (광명동)",위지스앤우리는더블치킨
1536606,"경기도 광명시 광명로831번길 32, 103호 (광명동)",자매식당
1536626,"경기도 광명시 철산로30번길 19 (철산동, 중앙시장 지층)",은혜식당
1536645,"경기도 광명시 도덕로 22, 1층 (광명동)",홍갈매기
1536733,"경기도 광명시 오리로381번길 2, 1층 (소하동)",장터김밥
1536734,"경기도 광명시 오리로366번길 3, 1층 102호 (소하동)",김밥장군
1536749,"경기도 광명시 디지털로 19, 서림빌딩 1층 102호 (철산동)",신의주찹쌀순대철산점
1536750,"경기도 광명시 신기로 15, 에스프라자 2층 204호 (일직동)",고부고부
1536751,"경기도 광명시 범안로 992, 홍우빌딩 1층 1-2호,3-2호 (하안동)",순천전통진순대국
1536752,"경기도 광명시 철산로30번길 14, 4층 (철산동)",오엘씨광명철산극장
1536753,"경기도 광명시 범안로 1042, 제일빌딩 2층 207호 (하안동)",월남선생광명하안점
1536754,"경기도 광명시 소하로76번길 7, 우심프라자 1층 108,109호 (소하동)",웅이네철판쭈꾸미
1536785,"경기도 광명시 시청로 34, 2층 (철산동)",풍년집정육식당
1536815,"경기도 광명시 오리로 851, 1층 (철산동)",나폴리스
1536816,"경기도 광명시 오리로 1000-1, 1-2층 (광명동)",새우뱅이포차
1536817,"경기도 광명시 오리로 899-1, 1층 (철산동)",광명사골순대국
1536903,"경기도 광명시 한내일로 33 (소하동, 1층)",커피아워
1536904,"경기도 광명시 소하로109번길 24 (소하동, 성현빌딩 1층 101~103호)",개성손만두
1536950,"경기도 광명시 오리로 518, 2층 (소하동, 대교빌딩)",참치가
1536951,"경기도 광명시 너부대로 42, 1층 (광명동)",엄마손김밥
1536985,"경기도 광명시 오리로 518, 2층 (소하동)",소담촌
1536986,"경기도 광명시 오리로 390, 104호 (소하동)",동대문엽기떡볶이
1536987,"경기도 광명시 범안로 917, 2층 (하안동)",희락정
1536998,"경기도 광명시 철산로 36, 14층 (철산동)",마또이따
1536999,"경기도 광명시 광명로918번길 6-2, 1층 (광명동)",엄마전
1537000,"경기도 광명시 오리로854번길 16-10, 2층 (철산동)",브롱스철산점
1537001,"경기도 광명시 시청로 55 (철산동, 1층)",광명명품순대국
1537002,"경기도 광명시 오리로975번길 3, 1층 (광명동)",무아지경
1537003,"경기도 광명시 철산로29번길 9, 1층 5호 (철산동)",한양김밥
1537013,"경기도 광명시 시청로 45, 1층 (철산동)",매운국물떡볶이밀방떡철산점
1537014,"경기도 광명시 광명로 837 (광명동,1층 B동 109호)",월매식당
1537055,"경기도 광명시 오리로 425-1, 1층 일부호 (소하동)",마루한식
1537056,"경기도 광명시 범안로 639, 1층 (노온사동)",한서방두루치기
1537103,"경기도 광명시 오리로985번길 8 (광명동, 1층)",진태양푼이
1537104,"경기도 광명시 오리로 899, 1층 (철산동)",셰프의돈까스광명점
1537109,"경기도 광명시 하안로 112 (소하동, 209호)",본가부대찌개양푼갈비
1537117,"경기도 광명시 하안로288번길 12, 107호 (하안동, 하안12단지주공아파트상가)",멕시칸양념치킨2
1537148,"경기도 광명시 범안로 1050, 2층 207호 (하안동)",맘마미야광명하안점
1537149,"경기도 광명시 금하로527번길 10-6, 1층 (소하동)",보쌈전문진수옥
1537150,"경기도 광명시 하안로 293-12, 대연빌딩 2층 201호 (하안동)",명태랑고기랑
1537298,"경기도 광명시 목감로 58, 상가 209동 1층 105호 (광명동, 광명해모로이연)",자가제빵선명희피자광명점
1537299,"경기도 광명시 일직로 22, 광명역 효성 해링턴타워 The First 1층 125호 (일직동)",비에이치씨광명역점
1537300,"경기도 광명시 오리로854번길 6, 철화빌딩 1층 2호 (철산동)",김태완스시
1537301,"경기도 광명시 목감로 90, 현월프라자 1층 102(일부)호 (광명동)",제이샵
1537625,"경기도 광명시 소하로92번길 11, 소하람2 1층 102호 (소하동)",우두육미
1537626,"경기도 광명시 기아로 15, 동광빌딩 1층 일부호 (소하동)",아바이순대
1537627,"경기도 광명시 모세로 40, 주공상가 마동 1층 130호 (철산동)",행복한밥상 2
1537628,"경기도 광명시 오리로854번길 21, 신명빌딩 1층 101호 (철산동)",도깨비
1537733,"경기도 광명시 밤일안로 16, 1층 (하안동)",쏘렌토밤일마을점
1537735,"경기도 광명시 철산로 43, 1층 112,113호 (철산동)",전주식당
1537737,"경기도 광명시 오리로856번길 21, 1층 (철산동)",브로스비어
1537764,"경기도 광명시 오리로619번길 24, 2~3층 (하안동)",지소현로스터스커피
1538049,"경기도 광명시 소하로76번길 21, 소하람 1 1층 103호 (소하동)",또와꼬마김밥
1538050,"경기도 광명시 성채로50번길 9-11, 1층 102(일부)호 (소하동)",컬러플로
1538051,"경기도 광명시 충현로8번길 12, B01호 (소하동, 명지빌라)",재미방앗간
1538052,"경기도 광명시 양지로 16, 판매시설동 B2층 60호 (일직동, 광명역써밋플레이스)",신의주찹쌀순대와쭈꾸미
1538082,"경기도 광명시 광복로 24-1 (철산동,지상1층)",페리카나
1538184,"경기도 광명시 덕안로77번길 5, 지웰에스테이트 2층 205호 (일직동)",송탄구가네부대찌개
1538185,"경기도 광명시 안재로2번길 17, 1층 (하안동)",푸라닭광명하안점
1538242,"경기도 광명시 광화로 20 (광명동,지상1층)",굽자나광명점
1538243,"경기도 광명시 기아로 21, 1층 102호 (소하동)",마포갈매기
1538244,"경기도 광명시 광화로 24 (광명동,지상1층)",신촌설렁탕
1538245,"경기도 광명시 광명로 841 (광명동, 1층)",호치킨
1538246,"경기도 광명시 충현로4번길 10 (소하동,동곡빌딩a동1층7.8호)",한방전주콩나물국밥
1538247,"경기도 광명시 신촌로 1 (소하동, 1층 103호)",또또오래
1538329,"경기도 광명시 신촌로 49, 가상가동 1층 107호 (소하동, 신촌휴먼시아1단지아파트)",냠냠푸드
1538330,"경기도 광명시 광화로38번길 8, 102(일부)호 (광명동)",달님호프
1538331,"경기도 광명시 소하로109번길 15, 소하토피아 1층 101,102호 (소하동)",미술관소하점
1538332,"경기도 광명시 도덕공원로 83-1, 1층 102호 (철산동)",먹고가자
1538333,"경기도 광명시 광명로 846, 1층 (광명동)",바우네나주곰탕광명사거리점
1538334,"경기도 광명시 금하로 534-6, 1층 (소하동)",삼시세끼
1538335,"경기도 광명시 가림로 220, 지히1층 1호 (철산동)",월드
1538336,"경기도 광명시 광명로 828, 1층 (광명동)",이모네곱창
1538337,"경기도 광명시 광오로17번길 11-35, 1층 (광명동)",진경소머리국밥
1538338,"경기도 광명시 안재로10번길 32-1, 1층 (하안동)",한사랑호프
1538394,"경기도 광명시 금하로527번길 9 (소하동,지상1층)",또봉이통닭
1538395,"경기도 광명시 덕단이로9번길 46 (광명동,지상1층)",김밥하우스
1538396,"경기도 광명시 오리로 992 (광명동,지상1층 109호)",응급실국물떡볶이광명사거리점
1538397,"경기도 광명시 광이로12번길 4-16 (광명동,1층)",송담정
1538458,"경기도 광명시 안재로14번길 26-1, 101호 (하안동)",야참생고기
1538459,"경기도 광명시 범안로 1035, 송화빌딩 1층 101호 (하안동)",물회사가요
1538460,"경기도 광명시 하안로287번길 19, 한주빌딩 2층 201,202호 (하안동)",뽕잎사랑하안점
1538461,"경기도 광명시 시청로 7, 1층 103호 (철산동)",호우
1538462,"경기도 광명시 금하로 522, 1층 (소하동)",화룡짬뽕
1538473,"경기도 광명시 오리로856번길 8-1, 1층 (철산동)",돌삼닭철산점
1538474,"경기도 광명시 밤일안로 41-5, 1층 (하안동)",전주어탕국수
1538475,"경기도 광명시 소하로109번길 19, 1층 103,104호 (소하동, 서울프라자 1층)",니나노
1538503,"경기도 광명시 광덕산로 5, 종합상가동 지하1층 120호 (철산동)",도시초밥
1538504,"경기도 광명시 서독로 106, 1동 1층 (가학동)",풍년관설렁탕
1538505,"경기도 광명시 광명로865번길 2, 1층 (광명동)",배달의쌀국수
1538506,"경기도 광명시 소하로76번길 21, 소하람 1 107호 (소하동)",사케사케
1538507,"경기도 광명시 소하로109번길 19, 서울프라자 105호 (소하동)",만객
1538541,"경기도 광명시 안재로2번길 23, 1층 (하안동)",한우농장
1538594,"경기도 광명시 도덕공원로 74, 덕수빌딩 1층 103호 (철산동)",놀이터
1538595,"경기도 광명시 설월로 9, 1층 (소하동)",향나무집
1538671,"경기도 광명시 하안로 294-7, 한진빌딩 1층 가호수 101호 (하안동)",치킨선생(광명하안점)
1538672,"경기도 광명시 시청로 26, 1층 (철산동)",석우곰탕
1538673,"경기도 광명시 일직로 22, 광명역 효성 해링턴타워 The First 1층 115호 (일직동)",우리가족
1539058,"경기도 광명시 오리로 943, 3층 (광명동)",리엠피레
1539175,"경기도 광명시 광명로832번길 10, 1층 104호 (광명동, 문영시티빌라)",치킨뱅이
1539176,"경기도 광명시 목감로268번길 23-1, 1층 (광명동)",풍성식당
1539177,"경기도 광명시 광이로13번길 17-6, 1층 일부호 (광명동)",영광식당
1539178,"경기도 광명시 오리로381번길 2, 동덕빌딩 1층 102호 (소하동)",맛깔손구이
1539179,"경기도 광명시 양지로 16, B1층 19,20호 (일직동, 광명역써밋플레이스)",히노아지광명아브뉴프랑점
1539180,"경기도 광명시 광덕산로 5, 종합상가동 B층 109,121호 (철산동)",커피 하와이
1539193,"경기도 광명시 기아로 46, 107호 (소하동)",여수밤바다
1539271,"경기도 광명시 금하로527번길 12, 1층 (소하동)",노가리비어
1539465,"경기도 광명시 일직로12번길 11, 1층 104-2호 (일직동, 서현빌딩)",옥이네메밀막국수
1539466,"경기도 광명시 금하로 464, 메이저리치안 1층 102호 (소하동)",본죽앤비빔밥카페광명소하지구점
1539467,"경기도 광명시 일직로 77, A동 1층 108,109호 (일직동, 산타마리아)",유화겸(광명점)
1539476,"경기도 광명시 소하로109번길 15, 소하토피아 1층 107호, 108호일부호 (소하동)",옛골찹쌀순대
1539829,"경기도 광명시 광명로 870, 1층 (광명동)",원할머니보쌈
1539844,"경기도 광명시 하안로 310, 2층 202호 (하안동, 다래빌딩)",정든닭발
1539993,경기도 광명시 충현로 1 (소하동),초가집
1539994,경기도 광명시 시청로 142-1 (철산동),화정생고기
1540142,"경기도 광명시 철산로 12, 2층 1호 (철산동, 로데오빌딩)",라라코스트철산점
1540153,"경기도 광명시 범안로 965 (하안동,2층)",일식진2
1540371,"경기도 광명시 오리로 1013, 1층 (광명동)",본도시락광명사거리역점
1540434,"경기도 광명시 광일로 8, 1층 (광명동)",방축골
1540577,"경기도 광명시 범안로 1049, 2층 205호 (하안동, 성원빌딩)",최고다스시
1540578,경기도 광명시 오리로856번길 19 (철산동),하이플랜
1541021,"경기도 광명시 광명로893번길 12, 101호 (광명동)",경기짬뽕
1541022,"경기도 광명시 오리로920번길 22, 1층 (철산동)",한방동대문닭한마리
1541176,경기도 광명시 광복로 70 (철산동),와글와글
1541317,"경기도 광명시 하안로 361 (하안동,2단지상가 106호)",멕시칸치킨
1541318,"경기도 광명시 오리로 937 (광명동,1층)",페리카나치킨
1541455,"경기도 광명시 오리로856번길 12, 2층 (철산동)",롤링파스타철산역점
1541456,"경기도 광명시 범안로 1040 (하안동,골드프라자 201호)",킹콩부대찌개광명하안점
1541477,"경기도 광명시 오리로985번길 10, 1층 (광명동)",싸다돼지마을
1541478,경기도 광명시 범안로 849-13 (하안동),온누리장작구이광명점
1541647,경기도 광명시 원노온사로 30 (노온사동),장원가든
1541648,"경기도 광명시 도덕공원로 52, 1층 (철산동)",요기
1541649,"경기도 광명시 오리로 1023, 1층 (광명동)",처갓집양념치킨광명1호점
1541938,"경기도 광명시 오리로 1034-1, 1층 (광명동)",서해박속낙지전문점
1541939,경기도 광명시 오리로856번길 13 (철산동),보드람치킨
1541999,"경기도 광명시 오리로856번길 18, 락희빌딩 3층 (철산동)",두꺼비로멘스
1542000,"경기도 광명시 밤일안로 8, 1층(일부), 2층 (하안동)",신농한우
1542024,"경기도 광명시 디지털로33번길 23 (철산동,1층)",원조광명할머니빈대떡
1542083,경기도 광명시 광명로 414 (노온사동),참숯꺼먹돼지
1542084,경기도 광명시 광명로918번길 9 (광명동),짱구식당
1542085,경기도 광명시 철산로30번길 9 (철산동),만복국수집
1542097,"경기도 광명시 광명로 468 (노온사동,,1층)",용인순대국
1542098,"경기도 광명시 영우로 16 (소하동,,에이동 지하1층)",원조생고기두루치기전문
1542099,"경기도 광명시 아방리3길 3 (노온사동,,1층)",해오름
1542140,"경기도 광명시 광화로 6 (광명동,1층)",고산흑염소
1542141,"경기도 광명시 광복로 70 (철산동,1층)",돈미정숯불갈비
1542142,경기도 광명시 오리로985번길 8 (광명동),유명한 막회
1542168,경기도 광명시 기아로 6 (소하동),콘서트
1542169,"경기도 광명시 오리로985번길 6, 1층 (광명동)",윤정포차
1542170,경기도 광명시 광화로 39 (광명동),해모로뼈다귀해장국
1542219,경기도 광명시 철산로29번길 9 (철산동),멕시칸치킨
1542244,경기도 광명시 오리로985번길 4 (광명동),대왕곱창구이
1542245,경기도 광명시 기아로6번길 6 (소하동),사랑채
1542339,"경기도 광명시 오리로 397, 1층 103호 (소하동)",통닭
1542340,"경기도 광명시 범안로 868-11 (하안동, 1~2층)",신선화로광명점
1542364,경기도 광명시 하안로288번길 8 (하안동),변박사철판야채곱창볶음
1542365,경기도 광명시 하안로288번길 4 (하안동),빠빠돈
1542372,"경기도 광명시 오리로856번길 13, 센타빌딩 4층 (철산동)",스팅
1542373,경기도 광명시 하안로287번길 15-1 (하안동),타오
1542374,"경기도 광명시 오리로 995, 1층 일부호 (광명동)",대박이회
1542375,"경기도 광명시 오리로 855 (철산동,남일B/D(104호))",세자매돌곱창
1542386,경기도 광명시 오리로 851 (철산동),봉구스밥버거
1542410,"경기도 광명시 오리로 647 (하안동,숭천빌딩2층202호)",심봤다두루치기
1542411,경기도 광명시 기아로 18 (소하동),천하치킨
1542412,"경기도 광명시 광명로831번길 5, 2층 일부호 (광명동)",삼미감자탕
1542413,"경기도 광명시 하안로287번길 7 (하안동,삼희빌딩102,106)",곱창나라
1542432,"경기도 광명시 광명로 960, 1층 (광명동)",오뚜기식당
1542465,"경기도 광명시 소하로109번길 13-8 (소하동, 광장프라자 101호)",꽃찬찜닭소하점
1542466,"경기도 광명시 충현로 4, 1층 (소하동)",열짱닭발
1542498,"경기도 광명시 오리로 649, 경일빌딩 103호 (하안동)",란손칼국수
1542512,"경기도 광명시 오리로 919-38 (철산동,1층)",연스시
1542556,경기도 광명시 안재로6번길 33 (하안동),돼지랑김치랑
1542557,"경기도 광명시 광명로928번길 8, 1층 (광명동)",옛날마차
1542558,"경기도 광명시 광화로 14-14, 1층 (광명동)",전라도집
1542559,경기도 광명시 도덕로 42-1 (광명동),명동칼국수
1542651,"경기도 광명시 광복로 70 (철산동,1층)",압구정김밥철산점
1542731,"경기도 광명시 오리로854번길 8 (철산동, 4층 401호)",박가일본요리점
1542786,"경기도 광명시 새터로 111 (광명동,1층)",그랑데뷰(광명5점)
1542804,"경기도 광명시 가림로 54-11, 108호 (하안동, 주공5단지 일반상가)",먹고가자순대국
1542831,"경기도 광명시 시청로 105, 1층 (철산동)",광명소곱창전골
1542832,경기도 광명시 오리로 971-1 (광명동),오케이비어
1542866,경기도 광명시 광명로 889 (광명동),블루조커피
1542925,"경기도 광명시 오리로854번길 16-10, 1층 (철산동)",육회와전
1542926,경기도 광명시 기아로 25-1 (소하동),페리카나치킨(기아점)
1542931,"경기도 광명시 오리로865번길 10, 1층 104호 (철산동)",땡촌닭발(광명점)
1542932,"경기도 광명시 오리로856번길 7, 1층 107호 (철산동)",놀부보쌈부대철산점
1542942,"경기도 광명시 광명로952번길 6, 1층 (광명동)",광명염소맛집
1542947,경기도 광명시 광명로848번길 21 (광명동),광명토종순대국
1542948,"경기도 광명시 안현로 22 (하안동,3단지 종합상가 128호)",비에이치씨치킨
1542949,경기도 광명시 광명로848번길 19 (광명동),명태나라
1542981,경기도 광명시 영당로 8 (소하동),장터소머리국밥
1543011,"경기도 광명시 도덕로 24 (광명동, 1층)",로데오
1543012,"경기도 광명시 오리로856번길 11, 1층 1호 (철산동, ASSA빌딩)",금별맥주광명철산점
1543099,"경기도 광명시 광명역로 지하 21, 동편 지하1층 (일직동, 광명KTX역)",광명역사컨벤션웨딩홀
1543100,"경기도 광명시 오리로 107, 1층 (일직동)",소나무
1543101,"경기도 광명시 하안로 298 (하안동, 현대빌딩 105호)",와플대학광명하안캠퍼스
1543102,"경기도 광명시 밤일로 10, 2층 (하안동)",추오정남원추어탕
1543103,"경기도 광명시 시청로 112, 1층 102호 (철산동)",베를린호프
1543104,"경기도 광명시 오리로949번길 11 (광명동, 지층)",순
1543105,"경기도 광명시 오리로984번안길 10, 1층 (광명동)",초록집
1543106,"경기도 광명시 광명로831번길 11 (광명동, 1층)",오빠야회센타
1543107,"경기도 광명시 영우로 14 (소하동, 라이프맨션 다- 지하01호)",짬뽕클럽
1543269,"경기도 광명시 범안로 1050 (하안동,203호)",송주불식당
1543334,"경기도 광명시 구름산로 10, 1층 (하안동)",라띠에라
1543335,경기도 광명시 오리로 467-21 (소하동),주식회사산촌
1543426,"경기도 광명시 철산로 4, 지하2층 (철산동, 이천일아울렛)",채인지
1562559,"경기도 광명시 소하로109번길 19, 1층 107,108호 (소하동)",카페릴리
1562673,"경기도 광명시 오리로 1005, 2층 전체호 (광명동)",토이동네
